ID	Functional_category
YOL056W	CYTOPLASM
YOL057W	CYTOPLASM
YOL058W	CYTOPLASM
YOL059W	CYTOPLASM
YOL060C	VACUOLAR...
YOL061W	CYTOPLASM
YOL062C	BUD NECK
YOL066C	CYTOPLASM
YOL067C	CYTOPLASM
YOL068C	NUCLEUS
YOL069W	NUCLEUS
YOL070C	BUD NECK
YOL071W	MITOCHON...
YOL072W	NUCLEAR ...
YOL076W	CYTOPLASM
YOL077C	NUCLEOLUS
YOL077W_A	MITOCHON...
YOL080C	NUCLEOLUS
YOL081W	CYTOPLASM
YOL084W	CELL PER...
YOL088C	NUCLEUS
YOL089C	NUCLEUS
YOL090W	NUCLEUS
YOL092W	VACUOLAR...
YOL093W	NUCLEUS
YOL096C	MITOCHON...
YOL097C	CYTOPLASM
YOL098C	CYTOPLASM
YOL100W	plasma m...
YOL103W	CELL PER...
YOL105C	CELL PER...
YOL107W	PUNCTATE...
YOL108C	CYTOPLASM
YOL111C	CYTOPLASM
YOL112W	BUD NECK
YOL113W	CYTOPLASM
YOL115W	NUCLEUS
YOL116W	MICROTUBULE
YOL117W	CYTOPLASM
YOL121C	CYTOPLASM
YOL123W	NUCLEUS
YOL124C	CYTOPLASM
YOL125W	CYTOPLASM
YOL126C	PUNCTATE...
YOL129W	VACUOLAR...
YOL133W	CYTOPLASM
YOL134C	CYTOPLASM
YOL135C	NUCLEUS
YOL136C	CYTOPLASM
YOL137W	PUNCTATE...
YOL138C	Not Visu...
YOL139C	CYTOPLASM
YOL140W	MITOCHON...
YOL141W	NUCLEUS
YOL143C	CYTOPLASM
YOL144W	NUCLEOLUS
YOL145C	NUCLEUS
YOL147C	PUNCTATE...
YOL148C	NUCLEUS
YOL151W	CYTOPLASM
YOL154W	CYTOPLASM
YOL159C_A	CYTOPLASM
YOR001W	NUCLEUS
YOR002W	ER
YOR004W	MITOCHON...
YOR007C	CYTOPLASM
YOR008C	BUD NECK
YOR014W	CYTOPLASM
YOR016C	ER
YOR017W	MITOCHON...
YOR018W	CYTOPLASM
YOR022C	MITOCHON...
YOR023C	CYTOPLASM
YOR026W	CYTOPLASM
YOR027W	CYTOPLASM
YOR028C	NUCLEUS
YOR033C	CYTOPLASM
YOR035C	CYTOPLASM
YOR037W	MITOCHON...
YOR039W	NUCLEUS
YOR040W	MITOCHON...
YOR042W	PUNCTATE...
YOR043W	CELL PER...
YOR044W	ER
YOR045W	MITOCHON...
YOR048C	NUCLEUS
YOR052C	NUCLEUS
YOR056C	NUCLEUS
YOR057W	CYTOPLASM
YOR058C	spindle
YOR060C	SPINDLE ...
YOR061W	NUCLEUS
YOR062C	CYTOPLASM
YOR063W	CYTOPLASM
YOR064C	NUCLEUS
YOR065W	MITOCHON...
YOR070C	CYTOPLASM
YOR073W	SPINDLE ...
YOR074C	MITOCHON...
YOR075W	Not visu...
YOR076C	CYTOPLASM
YOR077W	NUCLEUS
YOR078W	NUCLEUS
YOR081C	LIPID PA...
YOR083W	NUCLEUS
YOR084W	CYTOPLASM
YOR086C	CELL PER...
YOR087W	ER
YOR089C	CYTOPLASM
YOR091W	CYTOPLASM
YOR092W	ER
YOR094W	CELL PER...
YOR095C	CYTOPLASM
YOR098C	NUCLEAR ...
YOR101W	CYTOPLASM
YOR104W	CELL PER...
YOR107W	NUCLEUS
YOR108W	MITOCHON...
YOR109W	PUNCTATE...
YOR110W	NUCLEUS
YOR112W	PUNCTATE...
YOR113W	NUCLEUS
YOR115C	PUNCTATE...
YOR116C	NUCLEUS
YOR117W	NUCLEUS
YOR118W	CYTOPLASM
YOR122C	CYTOPLASM
YOR123C	NUCLEUS
YOR124C	CYTOPLASM
YOR127W	CYTOPLASM
YOR128C	CYTOPLASM
YOR129C	CYTOPLASM
YOR131C	CYTOPLASM
YOR132W	PUNCTATE...
YOR133W	CYTOPLASM
YOR136W	MITOCHON...
YOR138C	NUCLEUS
YOR140W	NUCLEUS
YOR141C	CYTOPLASM
YOR142W	MITOCHON...
YOR143C	CYTOPLASM
YOR144C	NUCLEUS
YOR147W	MITOCHON...
YOR148C	CYTOPLASM
YOR150W	MITOCHON...
YOR151C	NUCLEUS
YOR152C	CYTOPLASM
YOR153W	CELL PER...
YOR154W	CYTOPLASM
YOR156C	CYTOPLASM
YOR157C	CYTOPLASM
YOR160W	BUD NECK
YOR161C	CELL PER...
YOR162C	NUCLEUS
YOR163W	CYTOPLASM
YOR164C	CYTOPLASM
YOR165W	PUNCTATE...
YOR167C	CYTOPLASM
YOR168W	CYTOPLASM
YOR171C	CYTOPLASM
YOR172W	NUCLEUS
YOR173W	CYTOPLASM
YOR174W	NUCLEUS
YOR175C	ER
YOR176W	MITOCHON...
YOR179C	NUCLEUS
YOR181W	PUNCTATE...
YOR182C	CYTOPLASM
YOR184W	CYTOPLASM
YOR185C	CYTOPLASM
YOR189W	NUCLEUS
YOR193W	PUNCTATE...
YOR195W	SPINDLE ...
YOR196C	MITOCHON...
YOR197W	CYTOPLASM
YOR198C	ER
YOR201C	MITOCHON...
YOR205C	MITOCHON...
YOR206W	NUCLEOLUS
YOR208W	NUCLEUS
YOR209C	CYTOPLASM
YOR210W	NUCLEOLUS
YOR212W	CELL PER...
YOR213C	CYTOPLASM
YOR216C	PUNCTATE...
YOR217W	NUCLEUS
YOR220W	CYTOPLASM
YOR221C	MITOCHON...
YOR224C	NUCLEUS
YOR226C	MITOCHON...
YOR227W	CYTOPLASM
YOR229W	NUCLEUS
YOR230W	NUCLEOLUS
YOR231W	Not Visu...
YOR233W	CELL PER...
YOR234C	CYTOPLASM
YOR236W	PUNCTATE...
YOR238W	CYTOPLASM
YOR239W	CYTOPLASM
YOR241W	NUCLEUS
YOR243C	MITOCHON...
YOR244W	CYTOPLASM
YOR245C	ER
YOR246C	LIPID PA...
YOR247W	Not Visu...
YOR249C	NUCLEUS
YOR252W	NUCLEUS
YOR253W	CYTOPLASM
YOR254C	ER
YOR258W	CYTOPLASM
YOR259C	NUCLEUS
YOR260W	CYTOPLASM
YOR261C	CYTOPLASM
YOR262W	CYTOPLASM
YOR264W	BUD NECK
YOR265W	CELL PER...
YOR266W	MITOCHON...
YOR267C	CYTOPLASM
YOR269W	CYTOPLASM
YOR270C	VACUOLAR...
YOR272W	NUCLEOLUS
YOR273C	CELL PER...
YOR274W	CYTOPLASM
YOR275C	NUCLEUS
YOR276W	CYTOPLASM
YOR281C	CYTOPLASM
YOR284W	PUNCTATE...
YOR286W	MITOCHON...
YOR289W	CYTOPLASM
YOR290C	NUCLEUS
YOR291W	ER
YOR292C	CYTOPLASM
YOR293W	NUCLEOLUS
YOR296W	CYTOPLASM
YOR297C	MITOCHON...
YOR298C_A	CYTOPLASM
YOR299W	PUNCTATE...
YOR302W	CYTOPLASM
YOR303W	CYTOPLASM
YOR304C_A	BUD NECK
YOR304W	NUCLEUS
YOR305W	MITOCHON...
YOR307C	ER
YOR308C	NUCLEUS
YOR315W	CYTOPLASM
YOR316C	VACUOLAR...
YOR317W	ER
YOR319W	NUCLEUS
YOR321W	ER
YOR322C	NUCLEUS
YOR323C	CYTOPLASM
YOR324C	CYTOPLASM
YOR326W	CYTOPLASM
YOR327C	Not visu...
YOR329C	Not visu...
YOR330C	MITOCHON...
YOR332W	VACUOLAR...
YOR334W	MITOCHON...
YOR335C	CYTOPLASM
YOR336W	CYTOPLASM
YOR337W	NUCLEUS
YOR340C	NUCLEOLUS
YOR341W	NUCLEOLUS
YOR347C	CYTOPLASM
YOR350C	MITOCHON...
YOR352W	CYTOPLASM
YOR353C	CYTOPLASM
YOR354C	MITOCHON...
YOR355W	NUCLEUS
YOR356W	MITOCHON...
YOR357C	VACUOLAR...
YOR358W	NUCLEUS
YOR359W	CYTOPLASM
YOR360C	CYTOPLASM
YOR361C	CYTOPLASM
YOR362C	CYTOPLASM
YOR363C	CYTOPLASM
YOR367W	CYTOPLASM
YOR370C	CYTOPLASM
YOR371C	CYTOPLASM
YOR372C	NUCLEUS
YOR373W	SPINDLE ...
YOR374W	MITOCHON...
YOR375C	CYTOPLASM
YOR377W	ER
YOR385W	CYTOPLASM
YOR386W	NUCLEUS
YPL004C	plasma m...
YPL005W	MITOCHON...
YPL007C	CYTOPLASM
YPL009C	CYTOPLASM
YPL010W	PUNCTATE...
YPL011C	NUCLEUS
YPL012W	NUCLEUS
YPL013C	MITOCHON...
YPL014W	CYTOPLASM
YPL016W	NUCLEUS
YPL017C	CYTOPLASM
YPL018W	SPINDLE ...
YPL020C	NUCLEAR ...
YPL022W	NUCLEUS
YPL024W	NUCLEUS
YPL026C	CYTOPLASM
YPL028W	NUCLEUS
YPL029W	MITOCHON...
YPL030W	CYTOPLASM
YPL031C	CYTOPLASM
YPL032C	CYTOPLASM
YPL037C	CYTOPLASM
YPL038W	CYTOPLASM
YPL040C	MITOCHON...
YPL043W	NUCLEOLUS
YPL046C	NUCLEOLUS
YPL047W	NUCLEUS
YPL049C	NUCLEUS
YPL050C	PUNCTATE...
YPL051W	PUNCTATE...
YPL053C	Not visu...
YPL055C	NUCLEUS
YPL058C	CELL PER...
YPL059W	MITOCHON...
YPL060W	MITOCHON...
YPL061W	CYTOPLASM
YPL063W	MITOCHON...
YPL064C	NUCLEUS
YPL066W	CYTOPLASM
YPL067C	CYTOPLASM
YPL068C	CYTOPLASM
YPL069C	MITOCHON...
YPL070W	CYTOPLASM
YPL071C	CYTOPLASM
YPL074W	CYTOPLASM
YPL075W	CYTOPLASM
YPL076W	LIPID PA...
YPL078C	MITOCHON...
YPL079W	CYTOPLASM
YPL081W	CYTOPLASM
YPL082C	NUCLEUS
YPL083C	CYTOPLASM
YPL084W	PUNCTATE...
YPL085W	PUNCTATE...
YPL086C	CYTOPLASM
YPL089C	CYTOPLASM
YPL090C	CYTOPLASM
YPL093W	NUCLEUS
YPL094C	ER
YPL097W	MITOCHON...
YPL104W	MITOCHON...
YPL106C	CYTOPLASM
YPL107W	MITOCHON...
YPL109C	MITOCHON...
YPL110C	CYTOPLASM
YPL111W	CYTOPLASM
YPL112C	PUNCTATE...
YPL115C	PUNCTATE...
YPL116W	CYTOPLASM
YPL117C	CYTOPLASM
YPL118W	MITOCHON...
YPL119C	CYTOPLASM
YPL120W	VACUOLAR...
YPL122C	NUCLEUS
YPL124W	SPINDLE ...
YPL125W	NUCLEUS
YPL126W	NUCLEUS
YPL127C	NUCLEUS
YPL128C	NUCLEUS
YPL131W	CYTOPLASM
YPL133C	NUCLEUS
YPL134C	MITOCHON...
YPL135W	MITOCHON...
YPL137C	CYTOPLASM
YPL138C	NUCLEUS
YPL139C	NUCLEOLUS
YPL140C	CYTOPLASM
YPL141C	CYTOPLASM
YPL144W	CYTOPLASM
YPL145C	CYTOPLASM
YPL146C	NUCLEUS
YPL150W	CYTOPLASM
YPL151C	NUCLEUS
YPL152W	CYTOPLASM
YPL153C	NUCLEUS
YPL155C	MICROTUBULE
YPL157W	NUCLEUOLUS
YPL158C	BUD NECK
YPL160W	CYTOPLASM
YPL161C	CYTOPLASM
YPL162C	VACUOLAR...
YPL163C	CYTOPLASM
YPL166W	PUNCTATE...
YPL168W	MITOCHON...
YPL169C	NUCLEAR ...
YPL170W	ER
YPL172C	MITOCHON...
YPL177C	CYTOPLASM
YPL178W	NUCLEUS
YPL179W	CYTOPLASM
YPL181W	NUCLEUS
YPL183C	CYTOPLASM
YPL183W_A	MITOCHON...
YPL184C	CITO FOCI
YPL188W	MITOCHON...
YPL190C	CYTOPLASM
YPL191C	CYTOPLASM
YPL192C	ER
YPL193W	NUCLEUS
YPL194W	NUCLEUS
YPL195W	PUNCTATE...
YPL198W	CYTOPLASM
YPL202C	CYTOPLASM
YPL203W	NUCLEUS
YPL204W	CYTOPLASM
YPL207W	ER
YPL208W	CYTOPLASM
YPL210C	CYTOPLASM
YPL211W	NUCLEOLUS
YPL212C	NUCLEUS
YPL214C	CYTOPLASM
YPL215W	MITOCHON...
YPL219W	CYTOPLASM
YPL220W	CYTOPLASM
YPL221W	BUD NECK
YPL222W	MITOCHON...
YPL223C	CYTOPLASM
YPL225W	CYTOPLASM
YPL227C	ER
YPL228W	NUCLEUS
YPL229W	CYTOPLASM
YPL231W	CYTOPLASM
YPL232W	LIPID PA...
YPL233W	SPINDLE ...
YPL234C	ER
YPL239W	CYTOPLASM
YPL240C	CYTOPLASM
YPL241C	CYTOPLASM
YPL243W	CYTOPLASM
YPL245W	CYTOPLASM
YPL246C	PUNCTATE...
YPL247C	CYTOPLASM
YPL249C	CYTOPLASM
YPL249C_A	CYTOPLASM
YPL250C	CYTOPLASM
YPL252C	MITOCHON...
YPL254W	NUCLEUS
YPL255W	SPINDLE ...
YPL256C	CYTOPLASM
YPL259C	PUNCTATE...
YPL260W	CYTOPLASM
YPL262W	MITOCHON...
YPL263C	CYTOPLASM
YPL265W	CELL PER...
YPL269W	SPINDLE ...
YPL270W	MITOCHON...
YPL271W	MITOCHON...
YPL273W	CYTOPLASM
YPL274W	ER
YPR001W	MITOCHON...
YPR002W	CYTOPLASM
YPR004C	MITOCHON...
YPR006C	MITOCHON...
YPR008W	CYTOPLASM
YPR010C	NUCLEOLUS
YPR011C	NOT VISU...
YPR013C	Not Visu...
YPR016C	NUCLEUS
YPR017C	CYTOPLASM
YPR019W	NUCLEUS
YPR020W	MITOCHON...
YPR022C	CYTOPLASM
YPR023C	NUCLEUS
YPR024W	MITOCHON...
YPR025C	NUCLEUS
YPR028W	ER
YPR029C	PUNCTATE...
YPR031W	NUCLEUS
YPR032W	CYTOPLASM
YPR033C	CYTOPLASM
YPR034W	NUCLEUS
YPR035W	CYTOPLASM
YPR036W	VACUOLAR...
YPR037C	CYTOPLASM
YPR041W	CYTOPLASM
YPR042C	CYTOPLASM
YPR045C	NUCLEUS
YPR046W	NUCLEUS
YPR047W	MITOCHON...
YPR049C	CYTOPLASM
YPR052C	NUCLEUS
YPR055W	PUNCTATE...
YPR056W	NUCLEUS
YPR057W	NUCLEUS
YPR060C	CYTOPLASM
YPR061C	MITOCHON...
YPR062W	CYTOPLASM
YPR065W	NUCLEUS
YPR066W	PUNCTATE...
YPR067W	MITOCHON...
YPR069C	CYTOPLASM
YPR070W	NUCLEUS
YPR072W	CYTOPLASM
YPR073C	CYTOPLASM
YPR074C	NUCLEOLUS
YPR075C	CYTOPLASM
YPR080W	CYTOPLASM
YPR081C	CYTOPLASM
YPR083W	CYTOPLASM
YPR086W	NUCLEUS
YPR090W	PUNCTATE...
YPR091C	ER
YPR097W	Not Visu...
YPR098C	MITOCHON...
YPR100W	MITOCHON...
YPR101W	NUCLEUS
YPR103W	CYTOPLASM
YPR104C	NUCLEUS
YPR105C	PUNCTATE...
YPR108W	NUCLEUS
YPR110C	NUCLEOLUS
YPR113W	ER
YPR114W	ER
YPR115W	CYTOPLASM
YPR116W	MITOCHON...
YPR119W	NUCLEUS
YPR122W	BUD NECK
YPR124W	CELL PER...
YPR125W	MITOCHON...
YPR127W	CYTOPLASM
YPR128C	PUNCTATE...
YPR129W	CYTOPLASM
YPR131C	CYTOPLASM
YPR132W	CYTOPLASM
YPR134W	MITOCHON...
YPR135W	NUCLEUS
YPR137W	NUCLEUS
YPR138C	CELL PER...
YPR140W	MITOCHON...
YPR141C	CYTOPLASM
YPR143W	NUCLEOLUS
YPR144C	NUCLEUS
YPR145W	CYTOPLASM
YPR147C	CYTOPLASM
YPR148C	PUNCTATE...
YPR149W	CELL PER...
YPR152C	NUCLEUS
YPR154W	CYTOPLASM
YPR155C	MITOCHON...
YPR156C	CELL PER...
YPR160W	CYTOPLASM
YPR161C	NUCLEUS
YPR163C	CYTOPLASM
YPR168W	NUCLEUS
YPR169W	NUCLEOLUS
YPR171W	PUNCTATE...
YPR172W	CYTOPLASM
YPR173C	PUNCTATE...
YPR174C	CELLULAR...
YPR175W	CYTOPLASM
YPR178W	CYTOPLASM
YPR179C	NUCLEUS
YPR180W	NUCLEUS
YPR182W	NUCLEUS
YPR183W	ER
YPR184W	CYTOPLASM
YPR185W	CYTOPLASM
YPR186C	NUCLEUS
YPR188C	BUD NECK
YPR189W	NUCLEOLUS
YPR190C	NUCLEUS
YPR191W	MITOCHON...
